"Plot Title: Logger 4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137180, SEN S/N: 20137180)","Coupler Attached (LGR S/N: 20137180)","Host Connected (LGR S/N: 20137180)","Stopped (LGR S/N: 20137180)","End Of File (LGR S/N: 20137180)"
1,03/31/20 10:30:00 AM,22.333,,,,
2,03/31/20 10:35:00 AM,22.046,,,,
3,03/31/20 10:40:00 AM,21.760,,,,
4,03/31/20 10:45:00 AM,21.569,,,,
5,03/31/20 10:50:00 AM,21.378,,,,
6,03/31/20 10:55:00 AM,21.187,,,,
7,03/31/20 11:00:00 AM,21.091,,,,
8,03/31/20 11:05:00 AM,20.901,,,,
9,03/31/20 11:10:00 AM,20.805,,,,
10,03/31/20 11:15:00 AM,20.805,,,,
11,03/31/20 11:20:00 AM,20.710,,,,
12,03/31/20 11:25:00 AM,20.615,,,,
13,03/31/20 11:30:00 AM,20.615,,,,
14,03/31/20 11:35:00 AM,20.519,,,,
15,03/31/20 11:40:00 AM,20.519,,,,
16,03/31/20 11:45:00 AM,20.519,,,,
17,03/31/20 11:50:00 AM,20.424,,,,
18,03/31/20 11:55:00 AM,20.424,,,,
19,03/31/20 12:00:00 PM,20.424,,,,
20,03/31/20 12:05:00 PM,20.424,,,,
21,03/31/20 12:10:00 PM,20.424,,,,
22,03/31/20 12:15:00 PM,20.329,,,,
23,03/31/20 12:20:00 PM,20.329,,,,
24,03/31/20 12:25:00 PM,20.329,,,,
25,03/31/20 12:30:00 PM,20.329,,,,
26,03/31/20 12:35:00 PM,20.329,,,,
27,03/31/20 12:40:00 PM,20.329,,,,
28,03/31/20 12:45:00 PM,20.329,,,,
29,03/31/20 12:50:00 PM,20.329,,,,
30,03/31/20 12:55:00 PM,20.329,,,,
31,03/31/20 01:00:00 PM,20.329,,,,
32,03/31/20 01:05:00 PM,20.329,,,,
33,03/31/20 01:10:00 PM,20.329,,,,
34,03/31/20 01:15:00 PM,20.329,,,,
35,03/31/20 01:20:00 PM,20.329,,,,
36,03/31/20 01:25:00 PM,20.329,,,,
37,03/31/20 01:30:00 PM,20.329,,,,
38,03/31/20 01:35:00 PM,20.329,,,,
39,03/31/20 01:40:00 PM,20.329,,,,
40,03/31/20 01:45:00 PM,20.329,,,,
41,03/31/20 01:50:00 PM,20.329,,,,
42,03/31/20 01:55:00 PM,20.329,,,,
43,03/31/20 02:00:00 PM,20.329,,,,
44,03/31/20 02:05:00 PM,20.329,,,,
45,03/31/20 02:10:00 PM,20.329,,,,
46,03/31/20 02:15:00 PM,20.329,,,,
47,03/31/20 02:20:00 PM,20.329,,,,
48,03/31/20 02:25:00 PM,20.329,,,,
49,03/31/20 02:30:00 PM,20.329,,,,
50,03/31/20 02:35:00 PM,20.329,,,,
51,03/31/20 02:40:00 PM,20.329,,,,
52,03/31/20 02:45:00 PM,20.329,,,,
53,03/31/20 02:50:00 PM,20.329,,,,
54,03/31/20 02:55:00 PM,20.329,,,,
55,03/31/20 03:00:00 PM,20.329,,,,
56,03/31/20 03:05:00 PM,20.329,,,,
57,03/31/20 03:10:00 PM,20.329,,,,
58,03/31/20 03:15:00 PM,20.329,,,,
59,03/31/20 03:20:00 PM,20.329,,,,
60,03/31/20 03:25:00 PM,20.329,,,,
61,03/31/20 03:30:00 PM,20.329,,,,
62,03/31/20 03:35:00 PM,20.329,,,,
63,03/31/20 03:40:00 PM,20.424,,,,
64,03/31/20 03:45:00 PM,20.329,,,,
65,03/31/20 03:50:00 PM,20.424,,,,
66,03/31/20 03:55:00 PM,20.329,,,,
67,03/31/20 04:00:00 PM,20.329,,,,
68,03/31/20 04:05:00 PM,20.329,,,,
69,03/31/20 04:10:00 PM,20.329,,,,
70,03/31/20 04:15:00 PM,20.329,,,,
71,03/31/20 04:20:00 PM,20.329,,,,
72,03/31/20 04:25:00 PM,20.329,,,,
73,03/31/20 04:30:00 PM,20.329,,,,
74,03/31/20 04:35:00 PM,20.329,,,,
75,03/31/20 04:40:00 PM,20.329,,,,
76,03/31/20 04:45:00 PM,20.329,,,,
77,03/31/20 04:50:00 PM,20.329,,,,
78,03/31/20 04:55:00 PM,20.329,,,,
79,03/31/20 05:00:00 PM,20.329,,,,
80,03/31/20 05:05:00 PM,20.329,,,,
81,03/31/20 05:10:00 PM,20.329,,,,
82,03/31/20 05:15:00 PM,20.329,,,,
83,03/31/20 05:20:00 PM,20.329,,,,
84,03/31/20 05:25:00 PM,20.329,,,,
85,03/31/20 05:30:00 PM,20.329,,,,
86,03/31/20 05:35:00 PM,20.329,,,,
87,03/31/20 05:40:00 PM,20.329,,,,
88,03/31/20 05:45:00 PM,20.329,,,,
89,03/31/20 05:50:00 PM,20.329,,,,
90,03/31/20 05:55:00 PM,20.329,,,,
91,03/31/20 06:00:00 PM,20.329,,,,
92,03/31/20 06:05:00 PM,20.329,,,,
93,03/31/20 06:10:00 PM,20.329,,,,
94,03/31/20 06:15:00 PM,20.329,,,,
95,03/31/20 06:20:00 PM,20.329,,,,
96,03/31/20 06:25:00 PM,20.329,,,,
97,03/31/20 06:30:00 PM,20.329,,,,
98,03/31/20 06:35:00 PM,20.329,,,,
99,03/31/20 06:40:00 PM,20.329,,,,
100,03/31/20 06:45:00 PM,20.329,,,,
101,03/31/20 06:50:00 PM,20.329,,,,
102,03/31/20 06:55:00 PM,20.329,,,,
103,03/31/20 07:00:00 PM,20.329,,,,
104,03/31/20 07:05:00 PM,20.329,,,,
105,03/31/20 07:10:00 PM,20.329,,,,
106,03/31/20 07:15:00 PM,20.329,,,,
107,03/31/20 07:20:00 PM,20.329,,,,
108,03/31/20 07:25:00 PM,20.329,,,,
109,03/31/20 07:30:00 PM,20.329,,,,
110,03/31/20 07:35:00 PM,20.329,,,,
111,03/31/20 07:40:00 PM,20.329,,,,
112,03/31/20 07:45:00 PM,20.234,,,,
113,03/31/20 07:50:00 PM,20.234,,,,
114,03/31/20 07:55:00 PM,20.234,,,,
115,03/31/20 08:00:00 PM,20.329,,,,
116,03/31/20 08:05:00 PM,20.234,,,,
117,03/31/20 08:10:00 PM,20.234,,,,
118,03/31/20 08:15:00 PM,20.234,,,,
119,03/31/20 08:20:00 PM,20.234,,,,
120,03/31/20 08:25:00 PM,20.234,,,,
121,03/31/20 08:30:00 PM,20.329,,,,
122,03/31/20 08:35:00 PM,20.329,,,,
123,03/31/20 08:40:00 PM,20.329,,,,
124,03/31/20 08:45:00 PM,20.329,,,,
125,03/31/20 08:50:00 PM,20.329,,,,
126,03/31/20 08:55:00 PM,20.329,,,,
127,03/31/20 09:00:00 PM,20.329,,,,
128,03/31/20 09:05:00 PM,20.329,,,,
129,03/31/20 09:10:00 PM,20.329,,,,
130,03/31/20 09:15:00 PM,20.329,,,,
131,03/31/20 09:20:00 PM,20.329,,,,
132,03/31/20 09:25:00 PM,20.329,,,,
133,03/31/20 09:30:00 PM,20.329,,,,
134,03/31/20 09:35:00 PM,20.329,,,,
135,03/31/20 09:40:00 PM,20.329,,,,
136,03/31/20 09:45:00 PM,20.329,,,,
137,03/31/20 09:50:00 PM,20.329,,,,
138,03/31/20 09:55:00 PM,20.329,,,,
139,03/31/20 10:00:00 PM,20.329,,,,
140,03/31/20 10:05:00 PM,20.329,,,,
141,03/31/20 10:10:00 PM,20.329,,,,
142,03/31/20 10:15:00 PM,20.329,,,,
143,03/31/20 10:20:00 PM,20.329,,,,
144,03/31/20 10:25:00 PM,20.329,,,,
145,03/31/20 10:30:00 PM,20.329,,,,
146,03/31/20 10:35:00 PM,20.329,,,,
147,03/31/20 10:40:00 PM,20.329,,,,
148,03/31/20 10:45:00 PM,20.329,,,,
