"Plot Title: Logger 7"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137182, SEN S/N: 20137182)","Coupler Attached (LGR S/N: 20137182)","Host Connected (LGR S/N: 20137182)","Stopped (LGR S/N: 20137182)","End Of File (LGR S/N: 20137182)"
1,03/31/20 10:30:00 AM,22.717,,,,
2,03/31/20 10:35:00 AM,22.525,,,,
3,03/31/20 10:40:00 AM,22.142,,,,
4,03/31/20 10:45:00 AM,21.855,,,,
5,03/31/20 10:50:00 AM,21.569,,,,
6,03/31/20 10:55:00 AM,21.378,,,,
7,03/31/20 11:00:00 AM,21.282,,,,
8,03/31/20 11:05:00 AM,21.091,,,,
9,03/31/20 11:10:00 AM,20.996,,,,
10,03/31/20 11:15:00 AM,20.901,,,,
11,03/31/20 11:20:00 AM,20.901,,,,
12,03/31/20 11:25:00 AM,20.805,,,,
13,03/31/20 11:30:00 AM,20.710,,,,
14,03/31/20 11:35:00 AM,20.710,,,,
15,03/31/20 11:40:00 AM,20.615,,,,
16,03/31/20 11:45:00 AM,20.615,,,,
17,03/31/20 11:50:00 AM,20.615,,,,
18,03/31/20 11:55:00 AM,20.615,,,,
19,03/31/20 12:00:00 PM,20.519,,,,
20,03/31/20 12:05:00 PM,20.519,,,,
21,03/31/20 12:10:00 PM,20.519,,,,
22,03/31/20 12:15:00 PM,20.519,,,,
23,03/31/20 12:20:00 PM,20.519,,,,
24,03/31/20 12:25:00 PM,20.519,,,,
25,03/31/20 12:30:00 PM,20.519,,,,
26,03/31/20 12:35:00 PM,20.424,,,,
27,03/31/20 12:40:00 PM,20.424,,,,
28,03/31/20 12:45:00 PM,20.424,,,,
29,03/31/20 12:50:00 PM,20.424,,,,
30,03/31/20 12:55:00 PM,20.424,,,,
31,03/31/20 01:00:00 PM,20.424,,,,
32,03/31/20 01:05:00 PM,20.424,,,,
33,03/31/20 01:10:00 PM,20.424,,,,
34,03/31/20 01:15:00 PM,20.424,,,,
35,03/31/20 01:20:00 PM,20.424,,,,
36,03/31/20 01:25:00 PM,20.424,,,,
37,03/31/20 01:30:00 PM,20.424,,,,
38,03/31/20 01:35:00 PM,20.424,,,,
39,03/31/20 01:40:00 PM,20.424,,,,
40,03/31/20 01:45:00 PM,20.424,,,,
41,03/31/20 01:50:00 PM,20.424,,,,
42,03/31/20 01:55:00 PM,20.424,,,,
